body,label
"Subject: sale of hpl
to all :
the proposed sale of hpl to american electric power ( aep ) has been signed and
the conditions for the acquisition should be completed within the coming
months . over the next few days , i will be forwarding more details about the
transition process . these details will outline the employment opportunities
and transfer process to aep . aep is eager to complete these arrangements ,
as the pipeline is only as valuable as the people who operate it .
during the transition period , it is important that we keep the pipe line
operating at our historical level of reliability in order to meet the energy
needs of our customers .
regards ,
brian",legitimate
"Subject: re : your bank account  dear  friend , a recent survey by nielsen / netratings says that "" the internet  population is rapidly approaching a ' half a billion ' people ! "" so what  does all this mean to you ? easy money ! ! let ' s assume that every person  has only one e - mail address . . . that ' s 500 million potential customers and  growing ! in addition , e ' mail is without question the most powerful  method of on the face of the earth . well , i  think you get the picture . the numbers and potential are just  staggering , but it gets even better . . . suppose i told you that you could  start your own e - mail businesstoday and enjoy these  benefits : * * * all customers pay you in  cash ! ! ! * * * you will sell a product which costs  nothing to produce ! * * * your only overhead is your  time ! * * * you have 100 s of millions of potential  customers ! ! ! * * * you get detailed , easy to follow  startup  instructions ! and  this is just the tip of the iceberg . . . as",spam
"Subject: williams licenses prosrm capacity management system from pros  revenue management  since i left , i don ' t know where this project stands . however , thought you  might want to see this .  hope all is well .  regards ,  stephanie  - - - - - - - - - - - - - - - - - - - - - - forwarded by stephanie miller / corp / enron on 03 / 15 / 2000  10 : 54 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  trobison @ prosrm . com on 03 / 15 / 2000 10 : 38 : 31 am  to : smiller @ enron . com  cc :  subject : williams licenses prosrm capacity management system from pros  revenue management  tina robison  corporate communications  pros revenue management  713 - 335 - 5397 - fax  713 - 335 - 5813 - phone  trobison @ prosrm . com  - williams . pros . pdf",legitimate
"Subject: re : oracle tables which contain the position and curves information  for enron ' s var system  andreas ,  as we discussed today , i am sending you some information on how the positions  and curves  are stored in our database . in the enclosed file you ' ll find the list of  columns for 4 tables and  2 quarries as an example . 3 of these tables contain the positions  information , 1 table has the curves information .  ramesh ( who supports our var model from it side ) will send you the  description of these tables .  regards ,  tanya .",legitimate
"Subject: factor loadings  fyi . . jeff  - - - - - - - - - - - - - - - - - - - - - - forwarded by jeffrey a shankman / hou / ect on 06 / 22 / 2000  07 : 47 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : ted murphy  06 / 21 / 2000 05 : 43 pm  to : rick buy , john j lavorato / corp / enron @ enron , jeffrey a  shankman / hou / ect @ ect , mark frevert / na / enron @ enron  cc :  subject : factor loadings  i hope that the following clears up some of the confusion regarding the  above - captioned process .  factor loadings are an input to value - at - risk ( var ) . generally , you can  consider them the determinants of relationships between curves , and points on  curves based on trader inputs . these pertain to all curves not just north  american natural gas . there is a specific program which calculates these  relationships which requires a considerable amount of processing time ( 3  hours per run ) as well as another few man - days to evaluate the results .  there is n",legitimate
"Subject: ( tigow ) portable computer sell - out due to misordering by our client ( utaby )
e 65 cftp 9 kv 4 toclcuytmuceuro 499 for a leading brand new laptop , all costs ( transport and vat ) included . offer only valid within the european union and as long as stock lasts - see below . you must respond earliest possible . through a special arrangement , avtech direct are offering a limited allotment of brand new , top of - the - line , name - brand laptop computers at 50 % off recommended retail price . the computers were bought by our multinational client who unfortunately for them and fortunately for you ordered these computers surplus to requirement . all laptop computers are brand - new packed in their original boxes , and come with a full manufacturer ' s warranty plus a 100 % satisfaction guarantee . they were made to order by acer , a leading computer manufacturer and carry manufacturers warranty ( 1 year ) these professional grade laptop are fully equipped with 2004 next gene",spam
"Subject: txu nom . for 9 / 27 / 00
ls katy ic will remain on zero . will try to pull firm gas at teco as system
conditions allow .
( see attached file : hplo 927 . xls )
- hplo 927 . xls",legitimate
Subject: proposal  - kevin kindall,legitimate
"Subject: gisb contracts for intrastate and interstate gas
at the request of lynn handlin , please find attached a copy of the following :
gisb contract form
special provisions for intrastate gas
special provision for interstate gas
please review , and if interested in putting these contracts in place , forward to
me all required information on the first page of the gisb contract form . i will
then have the contracts prepared and forwarded to you for execution .
please keep in mind that txu fuel company is an intrastate pipeline and can
purchase interstate gas only under certain limited conditions . these conditions
are covered under item number 8 in the special provisions . thanks .
keith ford
txu fuel company
contract administration supervisor
( see attached file : gisb form - final . doc ) ( see attached file : gisb spec prov -
intra - final . doc ) ( see attached file : gisb spec prov - inter - final . doc )
- gisb form - final . doc
- gisb spec prov - intra - final",legitimate
"Subject: re : new pc with two 128 mb of ram  vince :  i was confused also - but i think this is the computer we ordered for  the new employee that is coming next week ( rakesh bharati ) . phillip our  it floor tech said that the computer in the back room at ebl 972 g was very  old and did not have much memory so i ordered a new one with an  upgrade to bring it up to 196 m ( this is what phillip said we need ) . also  there  is another computer back there that does not have much memory and we  ordered an upgrade for it ( jason ' s ) . i went ahead an did it so that they  would  be ready when the new employees come in .  maureen already has her upgrade .  shirley  vince j kaminski  12 / 18 / 2000 03 : 58 pm  to : shirley crenshaw / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : new pc with two 128 mb of ram  shirley ,  is this an upgrade for maureen ?  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 12 / 18 / 2000  03 :",legitimate
"Subject: sorry they were in a meeting  urgent noticepending merger to increase revenue 236 % now is the time to invest in gwihgwih is rapidly expanding through acquisitions . in the lst quarter two mergers are in proces with a schedule to buy four more profitable companies by the year end . gwih plans to file for nasdaq . stock prices historically increase when listed on nasdaq .  on may 30 th , a year long investor relation and public awareness campaign will be launched to build shareholder equity . several well - known stock pick newsletters , tv , radio and newsgroups will provide coverage on gwih and it ' s acquisitions . all - star management team with advanced degrees , specialized training , proven track records and over 90 years combined experience . they are true deal makers , executors and closers . put gwih on your watch list , aquire a postion in gwih today ! gwih recent mergers and new business developments : acquired bechler cams , founded in 1957 , specializes in precisi",spam
"Subject: hoston hoop - it - up 6 weeks away !
dear daren :
did you mark on your sporting event calendar to be in houston on may 5 th -
6 th at greenspoint mall for the largest 3 - on - 3 basketball action in the
country ? ? ? with less than 6 weeks until the entry deadline of april 25 th , the
hoop - it - up staff is gearing up and coming to town !
you should have received your entry form if you have played in the houston
event in the past but if not , please contact our local hotline at
713 - 521 - 4535 and our representative will take care of you right away . ? you
can also visit any houston - area foot locker or army recruiting station to
pick up an entry form right there on the spot . ? if you ' d like to enter even
faster , register online at www . hoopitup . com and waste no time at all getting
in on the action . ?
again , don ' t get left out of the game . . . call our hotline at 713 - 521 - 4535 for
more information or log on to our website at www . hoopitup . com",legitimate
